Unnamed: 0.1,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2985,39.0,4,1,3,0,16,1,0,0,13,5,10.0,1.0,-1,0.0,3,1
2910,55.0,2,0,1,0,96,0,0,1,30,1,340.0,2.0,-1,0.0,3,0
69,32.0,4,1,2,0,360,0,0,0,19,3,164.0,2.0,-1,0.0,3,0
3239,52.0,0,0,1,0,2087,2,0,0,31,5,267.0,1.0,474,1.0,0,1
1264,54.0,3,0,0,0,541,2,0,0,3,6,237.0,3.0,-1,0.0,3,0
1426,38.0,1,0,1,0,157,0,1,0,15,0,57.0,11.0,366,1.0,1,0
2531,67.0,7,0,3,0,696,0,0,2,4,0,77.0,2.0,-1,0.0,3,0
2647,52.0,9,0,2,0,575,0,0,2,3,4,315.0,1.0,-1,0.0,3,0
3340,49.0,1,0,0,0,199,0,0,2,13,0,113.0,2.0,-1,0.0,3,0
683,30.0,7,1,2,0,985,1,0,2,19,6,10.0,2.0,-1,0.0,3,0
2677,60.0,11,0,0,0,0,1,0,1,30,1,10.0,3.0,-1,0.0,3,0
3725,49.0,3,0,0,0,-384,2,0,2,27,0,25.0,1.0,-1,0.0,3,0
166,78.0,6,0,1,0,499,0,0,1,16,10,80.0,4.0,-1,0.0,3,0
2303,43.0,8,0,3,0,3485,0,0,2,18,4,113.0,1.0,-1,0.0,3,0
1173,34.0,4,1,1,0,2729,2,0,0,6,7,945.0,1.0,139,1.0,2,0
677,52.0,0,0,1,0,60,0,1,0,26,5,196.0,2.0,-1,0.0,3,0
3947,48.0,0,0,1,0,-19,0,1,2,4,1,270.0,1.0,-1,0.0,3,0
1437,77.0,7,0,2,0,0,0,0,2,16,11,847.0,1.0,60,0.0,2,1
3701,51.0,9,0,2,0,5108,2,0,0,8,11,272.0,1.0,102,8.0,1,0
95,41.0,7,1,2,0,1567,0,0,0,1,1,291.0,2.0,-1,0.0,3,0
3542,36.0,2,0,1,0,1746,2,0,2,26,0,99.0,1.0,-1,0.0,3,0
2191,48.0,9,0,2,0,363,1,0,0,18,3,10.0,1.0,-1,0.0,3,0
3106,27.0,2,2,1,0,10,2,0,0,22,1,527.0,1.0,-1,0.0,3,0
3115,39.0,7,0,2,0,585,2,0,2,18,3,48.0,1.0,181,0.0,0,0
80,27.0,8,2,1,0,451,2,0,0,16,1,652.0,1.0,-1,0.0,3,1
1565,45.0,3,2,1,0,728,2,1,0,18,3,107.0,1.0,-1,0.0,3,0
764,28.0,2,0,1,0,0,2,0,0,5,0,335.0,2.0,281,8.0,0,0
152,45.0,3,2,0,1,-249,2,1,2,1,1,92.0,1.0,-1,0.0,3,0
1116,28.0,9,0,2,0,318,1,0,2,27,0,10.0,4.0,-1,0.0,3,0
2998,32.0,9,1,2,0,2343,0,0,0,18,1,226.0,1.0,-1,0.0,3,0
960,52.0,4,0,1,0,196,2,1,0,24,6,116.0,1.0,273,3.0,0,0
1084,26.0,2,2,1,0,74,1,0,2,23,0,10.0,6.0,-1,0.0,3,0
1106,35.0,0,0,1,0,137,0,1,2,4,11,10.0,0.0,808,12.0,0,0
2357,30.0,10,1,1,0,4,0,0,0,4,6,443.0,2.0,-1,0.0,3,0
1268,30.0,8,0,1,0,0,0,0,0,15,1,127.0,5.0,-1,0.0,3,0
1029,32.0,4,0,1,0,266,2,0,0,19,5,168.0,2.0,-1,0.0,3,0
2451,57.0,8,0,1,0,3927,0,0,0,13,11,61.0,1.0,-1,0.0,3,0
3375,50.0,0,0,3,0,452,0,0,0,20,5,181.0,2.0,-1,0.0,3,0
3032,32.0,4,2,1,0,-399,2,0,2,2,4,180.0,1.0,-1,0.0,3,0
4485,53.0,0,0,0,0,238,2,0,0,11,0,238.0,2.0,361,5.0,0,0
309,38.0,8,0,2,0,605,0,0,0,18,3,147.0,2.0,-1,0.0,3,0
2384,32.0,9,0,2,0,62,2,0,0,14,0,166.0,1.0,-1,0.0,3,0
1746,51.0,9,1,2,0,2139,0,0,0,17,3,176.0,2.0,-1,0.0,3,0
2295,34.0,2,0,3,0,0,0,1,2,2,1,193.0,4.0,-1,0.0,3,0
2254,48.0,3,0,2,0,-471,2,0,2,19,0,668.0,7.0,-1,0.0,3,0
3282,45.0,8,0,1,0,295,2,0,0,23,1,92.0,1.0,-1,0.0,3,0
1839,32.0,0,0,0,0,103,0,0,0,23,1,312.0,1.0,-1,0.0,3,0
1800,44.0,1,0,2,0,0,2,0,2,9,1,300.0,1.0,-1,0.0,3,0
1344,28.0,9,1,1,0,171,0,0,0,10,10,93.0,1.0,-1,0.0,3,1
184,34.0,2,0,1,0,-62,2,0,2,16,4,109.0,3.0,-1,0.0,3,0
205,45.0,4,1,2,0,0,2,0,0,18,3,139.0,2.0,-1,0.0,3,0
410,49.0,9,0,2,0,322,0,0,0,6,5,72.0,4.0,-1,0.0,3,0
2740,26.0,3,1,1,0,461,0,0,0,28,2,214.0,1.0,-1,0.0,3,0
2211,55.0,9,2,2,0,1598,0,0,0,22,5,607.0,4.0,-1,0.0,3,0
3025,38.0,9,1,2,0,16957,1,0,1,29,2,10.0,1.0,247,2.0,0,0
305,56.0,4,0,1,0,205,0,1,0,23,1,10.0,0.0,-1,0.0,3,0
3657,56.0,8,0,1,0,3337,1,0,1,17,3,10.0,0.0,-1,0.0,3,0
168,48.0,4,0,2,0,310,1,0,2,6,0,10.0,1.0,-1,0.0,3,0
4492,32.0,4,1,1,0,309,2,1,0,16,7,346.0,1.0,234,3.0,0,0
1962,25.0,3,1,2,0,343,0,0,0,1,4,377.0,1.0,-1,0.0,3,1
4360,33.0,9,0,2,0,296,0,0,0,16,1,90.0,2.0,-1,0.0,3,0
2245,45.0,4,0,1,0,115,2,0,0,6,0,108.0,1.0,-1,0.0,3,0
1738,44.0,9,2,2,0,2058,0,1,0,21,3,661.0,1.0,-1,0.0,3,0
1995,38.0,8,1,3,0,-23,0,0,0,20,3,48.0,2.0,-1,0.0,3,0
211,25.0,0,1,1,0,-350,2,0,2,23,4,95.0,3.0,-1,0.0,3,0
2662,49.0,8,1,1,0,981,2,0,1,21,3,10.0,3.0,-1,0.0,3,0
84,37.0,9,0,2,0,1315,0,0,0,30,4,224.0,1.0,-1,0.0,3,1
4482,46.0,8,0,1,0,466,2,0,0,29,2,169.0,1.0,-1,0.0,3,0
1360,31.0,4,1,3,0,1014,2,0,0,23,1,158.0,4.0,-1,0.0,3,0
915,33.0,9,0,3,0,4040,2,1,0,20,7,132.0,2.0,-1,0.0,3,0
2499,37.0,9,0,2,0,5355,0,0,1,17,6,466.0,4.0,-1,0.0,3,1
3858,37.0,8,0,1,0,-107,2,0,2,28,0,158.0,2.0,-1,0.0,3,0
3344,39.0,0,1,3,0,395,1,0,0,21,3,10.0,1.0,-1,0.0,3,0
2402,56.0,9,0,0,0,772,2,0,1,20,3,291.0,1.0,-1,0.0,3,0
1534,39.0,9,2,3,0,2171,2,1,1,18,3,1034.0,1.0,-1,0.0,3,1
2627,33.0,4,0,1,0,181,2,1,1,28,1,265.0,2.0,-1,0.0,3,0
180,28.0,7,1,2,0,172,2,1,2,2,6,194.0,2.0,-1,0.0,3,0
3599,59.0,0,0,0,0,2814,0,0,2,20,4,81.0,3.0,-1,0.0,3,0
432,34.0,4,1,2,0,228,2,0,0,22,1,387.0,4.0,-1,0.0,3,0
289,34.0,8,0,2,0,69,0,1,0,4,5,120.0,3.0,1,6.0,2,1
3592,39.0,2,0,1,0,0,2,0,2,20,0,793.0,2.0,-1,0.0,3,0
3814,40.0,8,1,1,0,263,2,0,2,6,0,231.0,1.0,-1,0.0,3,0
2495,38.0,5,1,2,0,917,2,0,2,23,0,260.0,1.0,-1,0.0,3,0
2415,42.0,9,0,2,0,251,0,0,0,20,5,413.0,2.0,-1,0.0,3,0
188,36.0,4,0,1,0,23,1,0,0,8,0,10.0,2.0,347,1.0,0,0
2813,47.0,4,0,1,0,1990,2,1,0,25,5,108.0,4.0,-1,0.0,3,0
1370,53.0,4,2,1,0,751,2,0,2,16,0,343.0,4.0,-1,0.0,3,0
279,51.0,0,2,0,0,37,2,0,0,13,0,341.0,1.0,-1,0.0,3,0
366,38.0,4,1,1,0,0,2,0,0,7,7,196.0,2.0,-1,0.0,3,0
2310,57.0,9,0,2,0,320,0,0,0,7,5,76.0,2.0,-1,0.0,3,0
270,40.0,2,0,1,0,0,2,0,0,2,4,297.0,1.0,28,3.0,0,0
3341,39.0,8,0,3,0,459,0,0,0,5,7,558.0,1.0,-1,0.0,3,1
4501,34.0,9,0,2,0,297,2,0,0,26,5,10.0,0.0,-1,0.0,3,0
1419,34.0,9,1,2,0,1171,2,0,0,10,1,129.0,1.0,-1,0.0,3,0
871,31.0,6,1,3,0,26965,0,0,0,21,7,654.0,2.0,-1,0.0,3,0
4300,59.0,11,0,0,0,0,0,0,0,5,4,493.0,2.0,-1,0.0,3,1
1113,50.0,4,1,1,0,3897,0,0,0,26,11,298.0,1.0,-1,0.0,3,0
367,39.0,9,1,3,0,8436,2,0,0,17,7,245.0,1.0,149,2.0,0,0
1718,37.0,0,0,0,0,704,0,0,2,18,4,165.0,7.0,-1,0.0,3,0
220,53.0,11,0,2,0,-22,2,0,0,31,1,20.0,3.0,-1,0.0,3,0
4069,45.0,2,2,1,0,-179,0,0,2,3,1,155.0,2.0,-1,0.0,3,0
2218,58.0,0,0,0,0,0,2,0,0,31,1,5.0,25.0,-1,0.0,3,0
3207,54.0,9,0,2,0,2819,1,0,0,7,5,10.0,3.0,-1,0.0,3,0
2441,36.0,8,0,1,0,957,2,0,2,21,0,206.0,1.0,-1,0.0,3,0
461,50.0,0,0,1,0,283,2,0,0,7,5,226.0,3.0,-1,0.0,3,0
4291,36.0,2,0,1,0,895,2,1,2,4,4,622.0,1.0,-1,0.0,3,0
551,34.0,4,0,1,0,-228,2,0,0,20,7,187.0,3.0,332,3.0,1,0
2765,53.0,11,0,1,0,6095,2,1,0,14,0,410.0,5.0,-1,0.0,3,0
1309,31.0,9,0,1,0,625,1,0,0,7,7,10.0,1.0,138,1.0,0,0
2978,34.0,9,1,2,0,178,2,0,0,15,0,14.0,2.0,-1,0.0,3,0
2486,50.0,7,0,3,0,558,1,0,0,9,1,10.0,1.0,683,6.0,0,1
4058,41.0,8,0,1,0,0,0,0,2,20,4,89.0,1.0,-1,0.0,3,0
402,27.0,0,1,1,0,148,0,0,0,22,1,203.0,1.0,-1,0.0,3,0
4353,30.0,8,0,2,0,400,2,0,0,7,0,223.0,1.0,-1,0.0,3,0
1551,33.0,0,0,0,0,245,1,1,0,8,0,10.0,3.0,-1,0.0,3,0
4311,46.0,8,1,1,0,1790,2,0,2,5,4,214.0,5.0,-1,0.0,3,0
2550,39.0,9,0,3,0,251,1,1,2,6,4,10.0,3.0,-1,0.0,3,0
3409,48.0,0,1,0,0,316,0,0,2,5,4,560.0,2.0,-1,0.0,3,0
1767,39.0,9,1,3,0,297,2,0,0,15,0,415.0,4.0,375,1.0,0,1
790,34.0,9,1,2,0,4348,2,0,0,28,5,373.0,8.0,-1,0.0,3,0
994,59.0,6,0,0,0,0,0,0,0,27,5,76.0,11.0,-1,0.0,3,0
192,30.0,9,1,2,0,1372,1,0,0,20,3,10.0,2.0,-1,0.0,3,0
3078,36.0,0,0,1,0,1587,2,0,0,28,1,200.0,2.0,-1,0.0,3,0
2697,25.0,9,1,2,0,2506,0,0,0,17,6,485.0,1.0,-1,0.0,3,1
314,25.0,8,1,2,0,760,2,0,0,27,0,223.0,3.0,89,2.0,0,1
2226,39.0,1,0,2,0,83,2,0,0,11,1,193.0,2.0,-1,0.0,3,0
2694,39.0,9,0,2,0,399,0,0,0,9,7,504.0,1.0,-1,0.0,3,0
3209,39.0,2,0,3,0,60,0,1,0,27,5,151.0,8.0,-1,0.0,3,0
4402,41.0,1,0,0,0,39,2,0,0,21,3,549.0,2.0,-1,0.0,3,1
113,33.0,0,1,1,0,22,0,0,0,30,2,76.0,2.0,207,1.0,0,0
3610,36.0,4,2,1,0,-435,2,0,2,2,4,85.0,8.0,-1,0.0,3,0
1627,31.0,0,0,1,0,897,2,0,2,20,0,26.0,2.0,-1,0.0,3,0
4023,43.0,3,0,1,0,3529,0,0,0,5,6,169.0,2.0,-1,0.0,3,0
1119,28.0,9,1,2,0,4937,2,0,1,13,0,421.0,3.0,-1,0.0,3,0
705,35.0,5,2,2,0,1354,2,0,2,23,0,736.0,2.0,-1,0.0,3,1
4452,35.0,4,0,1,0,2189,0,0,0,19,3,256.0,3.0,-1,0.0,3,0
3559,36.0,8,0,1,0,319,2,0,0,18,0,10.0,0.0,-1,0.0,3,0
1954,49.0,11,0,0,0,-37,0,0,2,4,1,191.0,2.0,-1,0.0,3,0
3704,36.0,0,0,1,0,199,2,0,0,9,1,183.0,1.0,-1,0.0,3,0
2629,56.0,3,2,0,0,1770,0,0,0,5,6,916.0,3.0,-1,0.0,3,0
2456,59.0,4,0,0,0,3163,2,0,2,29,0,240.0,2.0,-1,0.0,3,0
4446,22.0,10,1,1,0,246,2,0,1,12,0,25.0,1.0,-1,0.0,3,0
2184,32.0,9,0,2,0,3107,2,1,0,25,1,310.0,1.0,-1,0.0,3,0
1728,36.0,0,0,3,0,6,0,0,2,20,4,41.0,7.0,-1,0.0,3,0
2584,31.0,9,0,2,0,2395,0,0,0,27,7,218.0,1.0,-1,0.0,3,0
1164,40.0,7,1,2,0,2893,0,0,2,2,4,76.0,3.0,-1,0.0,3,0
4357,38.0,0,0,1,0,213,2,0,2,16,4,270.0,15.0,-1,0.0,3,0
1129,36.0,9,1,2,0,243,2,0,0,7,0,160.0,2.0,360,3.0,0,0
2266,55.0,8,0,1,0,0,0,0,0,23,8,180.0,2.0,238,3.0,2,0
3936,34.0,9,0,2,0,3050,2,0,0,13,0,469.0,1.0,-1,0.0,3,1
3085,60.0,5,1,1,0,27,0,0,0,22,5,40.0,2.0,-1,0.0,3,0
4046,39.0,5,1,2,0,3972,1,0,0,30,1,10.0,3.0,-1,0.0,3,0
2355,30.0,2,0,1,0,1286,2,1,0,17,1,544.0,1.0,-1,0.0,3,0
2462,30.0,2,0,2,0,1380,2,0,2,21,0,294.0,2.0,-1,0.0,3,0
450,35.0,4,0,1,0,4508,2,0,0,18,3,854.0,1.0,-1,0.0,3,1
4495,48.0,9,0,2,0,1175,2,0,1,18,3,1476.0,3.0,-1,0.0,3,0
4249,35.0,8,0,2,0,1145,2,0,0,2,6,82.0,2.0,-1,0.0,3,0
4330,40.0,9,1,2,0,36,2,0,2,27,0,240.0,3.0,-1,0.0,3,0
602,50.0,0,0,0,0,12519,2,0,0,17,7,146.0,2.0,147,4.0,2,0
3425,26.0,9,1,2,0,1177,0,0,0,19,11,116.0,1.0,-1,0.0,3,0
3003,33.0,9,1,2,0,23,0,0,0,20,5,216.0,3.0,-1,0.0,3,0
4148,55.0,1,2,1,0,538,2,0,0,7,5,353.0,2.0,-1,0.0,3,1
1210,60.0,8,2,1,0,174,1,0,0,15,0,10.0,1.0,364,1.0,0,0
1988,56.0,8,2,1,0,985,0,1,0,18,5,150.0,2.0,-1,0.0,3,0
254,46.0,0,0,0,0,222,0,0,0,8,5,71.0,2.0,-1,0.0,3,0
4268,39.0,2,0,1,0,0,2,0,0,8,0,503.0,1.0,-1,0.0,3,0
511,32.0,9,0,2,0,820,2,0,0,17,1,738.0,3.0,-1,0.0,3,0
1157,55.0,0,0,3,0,23,0,0,0,13,5,123.0,2.0,-1,0.0,3,0
2478,50.0,8,2,1,0,769,0,0,0,28,1,72.0,2.0,363,4.0,0,0
73,41.0,2,0,2,0,412,2,0,2,3,4,154.0,5.0,-1,0.0,3,0
1618,50.0,0,0,0,0,8139,1,0,0,18,5,10.0,6.0,-1,0.0,3,0
2097,52.0,9,2,2,0,50,2,0,2,12,4,84.0,3.0,-1,0.0,3,0
896,39.0,4,1,3,0,25,0,0,0,2,6,381.0,1.0,-1,0.0,3,0
2493,31.0,4,0,1,0,40,0,0,0,7,5,10.0,0.0,-1,0.0,3,0
1056,63.0,1,0,1,0,3904,0,0,1,4,5,250.0,2.0,187,2.0,2,1
599,43.0,4,2,1,0,1413,2,0,1,28,1,75.0,3.0,-1,0.0,3,0
2585,60.0,9,0,0,0,4895,0,0,2,9,4,313.0,1.0,-1,0.0,3,0
4217,38.0,3,0,2,0,2812,2,0,0,30,7,830.0,1.0,-1,0.0,3,1
3168,59.0,8,0,1,0,2381,0,0,0,30,7,173.0,2.0,-1,0.0,3,0
3705,43.0,9,0,2,0,489,2,0,0,8,0,130.0,1.0,172,2.0,1,0
426,39.0,0,0,3,0,973,2,1,2,23,0,293.0,1.0,-1,0.0,3,0
1512,27.0,8,1,1,0,3638,0,0,0,11,1,271.0,5.0,-1,0.0,3,0
494,44.0,4,1,1,0,244,2,0,0,12,5,1735.0,4.0,-1,0.0,3,1
351,35.0,9,0,2,1,32,2,0,0,21,3,180.0,1.0,-1,0.0,3,0
2575,39.0,0,0,3,0,827,1,0,2,15,0,10.0,5.0,-1,0.0,3,0
3093,53.0,1,0,2,0,71,0,1,0,29,2,10.0,0.0,-1,0.0,3,0
862,41.0,8,1,1,0,1020,2,0,2,19,0,882.0,1.0,-1,0.0,3,1
1180,31.0,4,0,2,0,636,2,0,0,4,0,352.0,4.0,-1,0.0,3,1
1606,39.0,0,1,3,0,4684,0,0,2,20,4,30.0,6.0,-1,0.0,3,0
1580,38.0,0,0,3,0,0,2,0,2,3,4,179.0,2.0,-1,0.0,3,0
3810,39.0,0,0,3,0,3658,1,0,2,14,0,10.0,1.0,-1,0.0,3,0
3669,42.0,8,1,1,0,30,2,0,0,4,6,98.0,1.0,266,3.0,0,0
2452,42.0,9,2,2,0,401,2,0,0,24,1,217.0,9.0,-1,0.0,3,0
4428,48.0,0,0,3,0,439,2,0,0,2,6,212.0,1.0,249,2.0,1,0
2844,46.0,8,0,1,0,120,2,0,2,14,0,20.0,11.0,-1,0.0,3,0
2990,56.0,0,0,0,0,828,2,0,0,14,0,214.0,1.0,349,1.0,0,0
787,50.0,0,0,0,0,3924,2,0,0,20,7,122.0,2.0,-1,0.0,3,0
720,48.0,1,0,2,0,810,1,0,2,6,4,10.0,1.0,-1,0.0,3,0
1034,36.0,8,0,3,0,2323,0,0,0,19,3,111.0,1.0,-1,0.0,3,0
4060,34.0,8,1,1,0,296,0,0,0,7,1,147.0,4.0,-1,0.0,3,0
3280,60.0,0,0,3,0,104,2,0,2,5,0,22.0,1.0,-1,0.0,3,0
2250,50.0,9,0,2,0,207,2,0,0,4,6,99.0,1.0,-1,0.0,3,0
1650,36.0,8,2,3,0,356,1,0,0,7,7,10.0,3.0,313,1.0,0,0
4027,45.0,4,0,3,0,265,0,0,0,28,5,14.0,3.0,-1,0.0,3,0
1649,37.0,2,1,1,0,608,0,0,0,14,0,380.0,3.0,-1,0.0,3,0
356,46.0,2,0,3,0,271,2,1,2,16,0,134.0,4.0,-1,0.0,3,0
4093,69.0,11,1,2,0,2144,0,0,0,29,1,417.0,1.0,184,4.0,2,1
3178,35.0,8,0,1,0,786,0,1,0,25,1,322.0,1.0,-1,0.0,3,0
2442,45.0,4,0,1,0,118,2,0,2,7,0,208.0,2.0,-1,0.0,3,0
1163,35.0,3,0,1,0,977,2,0,0,4,0,52.0,4.0,91,1.0,1,0
3464,33.0,5,1,1,0,238,2,1,0,5,6,45.0,5.0,-1,0.0,3,0
1253,54.0,7,0,1,0,653,2,0,2,15,0,352.0,1.0,-1,0.0,3,0
2005,51.0,3,0,1,0,-13,2,0,0,13,0,361.0,1.0,364,1.0,0,0
1334,32.0,9,0,2,0,311,0,0,2,12,0,10.0,0.0,-1,0.0,3,1
2918,29.0,8,1,2,0,14,0,0,0,29,8,87.0,1.0,120,1.0,0,0
3299,38.0,9,1,2,0,427,2,0,0,6,0,17.0,3.0,169,2.0,0,0
680,28.0,8,1,3,0,174,0,0,0,28,8,184.0,1.0,-1,0.0,3,0
2530,33.0,9,1,3,0,0,0,0,0,19,5,53.0,4.0,-1,0.0,3,0
1783,38.0,9,0,2,0,0,2,0,2,20,0,206.0,1.0,-1,0.0,3,0
1018,55.0,11,0,1,0,466,0,0,2,17,4,287.0,4.0,-1,0.0,3,0
4241,30.0,4,1,2,0,411,0,0,0,21,7,142.0,1.0,-1,0.0,3,0
4343,51.0,0,0,0,0,40,2,0,0,13,0,79.0,1.0,370,1.0,0,0
332,34.0,8,0,1,0,244,2,0,0,31,1,56.0,4.0,-1,0.0,3,0
1094,32.0,4,1,2,0,1012,0,0,0,14,7,178.0,1.0,-1,0.0,3,0
4266,26.0,2,1,1,0,1700,2,0,0,7,0,13.0,5.0,-1,0.0,3,0
2789,33.0,8,1,2,0,621,0,0,0,8,1,217.0,1.0,-1,0.0,3,0
2521,46.0,3,0,1,0,3533,2,0,0,12,5,235.0,2.0,-1,0.0,3,0
3015,35.0,9,0,2,0,0,0,0,0,11,1,89.0,1.0,-1,0.0,3,0
1815,58.0,4,0,1,0,175,0,0,0,12,5,92.0,4.0,-1,0.0,3,0
3519,54.0,4,0,1,0,0,0,0,1,14,5,159.0,2.0,106,6.0,2,0
2439,28.0,0,0,1,0,64,2,0,2,13,0,160.0,3.0,-1,0.0,3,0
3873,50.0,9,0,3,0,3304,0,0,2,5,4,1009.0,2.0,-1,0.0,3,0
4273,40.0,9,0,3,0,99,0,0,0,9,6,15.0,5.0,-1,0.0,3,0
3189,54.0,0,0,0,0,2281,2,0,2,20,4,158.0,1.0,-1,0.0,3,0
4341,33.0,4,2,1,0,0,0,0,0,21,5,224.0,8.0,-1,0.0,3,0
2685,45.0,8,2,1,0,0,0,0,0,29,11,264.0,1.0,-1,0.0,3,1
589,43.0,0,0,3,0,105,0,0,0,4,1,668.0,2.0,-1,0.0,3,0
3198,60.0,9,0,2,0,759,0,0,0,14,5,136.0,2.0,-1,0.0,3,0
445,24.0,0,0,1,0,1222,2,0,0,20,7,369.0,1.0,-1,0.0,3,0
2809,57.0,11,0,0,0,75,0,0,0,28,5,10.0,0.0,-1,0.0,3,0
1490,26.0,8,1,1,0,443,0,0,0,30,1,84.0,3.0,-1,0.0,3,0
1027,41.0,6,1,1,0,231,0,0,0,9,1,76.0,2.0,-1,0.0,3,0
1024,36.0,0,0,1,0,2357,2,0,2,17,4,228.0,2.0,-1,0.0,3,0
452,27.0,4,0,1,0,1577,2,1,2,28,0,266.0,2.0,-1,0.0,3,0
3102,61.0,11,0,1,0,313,0,1,2,3,1,42.0,1.0,-1,0.0,3,0
2329,38.0,7,2,3,0,595,2,0,2,7,0,245.0,3.0,-1,0.0,3,0
1212,36.0,9,1,2,0,490,0,0,0,28,5,207.0,8.0,98,1.0,0,1
1374,45.0,5,0,1,0,706,1,0,0,30,7,10.0,2.0,176,1.0,2,0
4439,28.0,10,1,1,0,330,0,0,1,2,6,197.0,1.0,-1,0.0,3,0
14,31.0,0,0,1,0,360,2,1,0,29,2,89.0,1.0,241,1.0,0,0
4370,57.0,0,0,0,0,5431,2,1,2,6,0,383.0,1.0,-1,0.0,3,0
2168,40.0,2,0,1,0,1836,2,0,0,12,0,750.0,2.0,-1,0.0,3,1
2589,45.0,1,2,2,0,1273,2,1,2,11,4,197.0,3.0,-1,0.0,3,0
1966,44.0,0,0,0,0,10,2,0,0,17,1,196.0,1.0,-1,0.0,3,0
4043,39.0,2,2,1,0,282,2,0,0,17,1,243.0,1.0,-1,0.0,3,0
1971,32.0,9,0,1,0,6217,2,1,2,21,0,486.0,2.0,-1,0.0,3,0
360,36.0,9,1,3,0,339,0,0,0,21,3,6.0,6.0,-1,0.0,3,0
1743,51.0,5,0,1,1,34,0,1,0,7,1,200.0,1.0,-1,0.0,3,0
4215,39.0,3,0,3,0,1978,0,0,0,9,8,404.0,1.0,182,1.0,2,1
